,TreeID,qSpecies,qAddress,qSiteInfo,DBH,PlotSize,Latitude,Longitude,species,sites
991,7160,Ficus retusa nitida :: Banyan Fig,722 Fillmore St,Sidewalk: Curb side : Cutout,10.0,3X3,37.7765056869903,-122.43124596095899,Ficus,Sidewalk
992,5896,Tristania conferta ::,1160 Eddy St,Sidewalk: Curb side : Cutout,3.0,3x3,37.7822063488626,-122.426748739826,Tristania,Sidewalk
993,18926,Afrocarpus gracilior :: Fern Pine,2689 Sacramento St,Sidewalk: Curb side : Cutout,6.0,3X3,37.7893971628975,-122.43698481780599,Afrocarpus,Sidewalk
994,6365,Metrosideros excelsa :: New Zealand Xmas Tree,2065 Ellis St,Sidewalk: Curb side : Cutout,6.0,4X4,37.78131670607711,-122.440173108663,Metrosideros,Sidewalk
995,18930,Pittosporum undulatum :: Victorian Box,2709 Sacramento St,Sidewalk: Curb side : Cutout,12.0,3X3,37.789274203096795,-122.437872247233,Pittosporum,Sidewalk
996,2863,Platanus x hispanica :: Sycamore: London Plane,1355 California St,Sidewalk: Curb side : Cutout,45.0,3X3,37.7910000281716,-122.416676690699,Platanus,Sidewalk
997,7265,Ficus retusa nitida :: Banyan Fig,1740 Fillmore St,Sidewalk: Curb side : Cutout,18.0,4X4,37.78579137911579,-122.433146572029,Ficus,Sidewalk
998,18914,Olea europaea :: Olive Tree,2614 Sacramento St,Sidewalk: Curb side : Cutout,12.0,2X2,37.7895759031475,-122.43652456008002,Olea,Sidewalk
999,11081,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',1844 Hyde St,Sidewalk: Curb side : Cutout,20.0,3X3,37.7979541339441,-122.418715522107,Ficus,Sidewalk
1000,9532,Pittosporum undulatum :: Victorian Box,1089 Golden Gate Ave,Sidewalk: Curb side : Cutout,3.0,3x3,37.7799292710395,-122.428451433608,Pittosporum,Sidewalk
1001,2209,Metrosideros excelsa :: New Zealand Xmas Tree,1131 Broderick St,Sidewalk: Curb side : Cutout,16.0,4X4,37.78083051240179,-122.44075218952801,Metrosideros,Sidewalk
1002,11073,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',1800 Hyde St,Sidewalk: Curb side : Cutout,70.0,3X3,37.797455746746,-122.418614850203,Ficus,Sidewalk
1003,23794,Ficus retusa nitida :: Banyan Fig,1125 Webster St,Sidewalk: Curb side : Cutout,35.0,3X3,37.7810433657763,-122.43065544025299,Ficus,Sidewalk
1004,17938,Maytenus boaria :: Mayten,2432 Pine St,Sidewalk: Curb side : Cutout,9.0,4x4,37.7876522528246,-122.436681002358,Maytenus,Sidewalk
1005,6182,Tristania conferta ::,1100 Ellis St,Sidewalk: Curb side : Cutout,12.0,3X3,37.7834404828465,-122.424557674459,Tristania,Sidewalk
1006,13218,Tristania conferta ::,2230 Lombard St,Sidewalk: Curb side : Cutout,20.0,3X3,37.799661752140295,-122.43835485597299,Tristania,Sidewalk
1007,23864,Tristania conferta ::,1440 Webster St,Sidewalk: Curb side : Cutout,40.0,4X4,37.7839577153907,-122.43091198011601,Tristania,Sidewalk
1008,6040,Tristania conferta ::,1819 Eddy St,Sidewalk: Curb side : Cutout,12.0,4X4,37.7806727486492,-122.43769643941002,Tristania,Sidewalk
1009,18674,Platanus x hispanica :: Sycamore: London Plane,101X Richardson Ave,Sidewalk: Curb side : Cutout,10.0,3X3,37.79981479437,-122.44653475638901,Platanus,Sidewalk
1010,3000,Platanus x hispanica :: Sycamore: London Plane,2344 California St,Sidewalk: Curb side : Cutout,45.0,3X3,37.7891027338493,-122.433022462416,Platanus,Sidewalk
1011,24425,Lophostemon confertus :: Brisbane Box,1703 Gough St,Sidewalk: Curb side : Cutout,12.0,3X3,37.789159897623,-122.42556067682,Lophostemon,Sidewalk
1012,18105,Maytenus boaria :: Mayten,3053 Pine St,Sidewalk: Curb side : Cutout,12.0,3x3,37.7862919697055,-122.446165748193,Maytenus,Sidewalk
1013,98602,Pittosporum undulatum :: Victorian Box,2340 Jackson St,Sidewalk: Curb side : Cutout,9.0,3x3,37.792731538790704,-122.433083047059,Pittosporum,Sidewalk
1014,17792,Olea europaea :: Olive Tree,1836 Pine St,Sidewalk: Curb side : Cutout,12.0,3x3,37.7890002907164,-122.42601737732402,Olea,Sidewalk
1015,14429,Metrosideros excelsa :: New Zealand Xmas Tree,2X Masonic Ave,Median : Cutout,50.0,3X3,37.7821804632664,-122.44769133675501,Metrosideros,Median 
1016,98477,Myoporum laetum :: Myoporum,3020 Pine St,Sidewalk: Curb side : Cutout,12.0,3x3,37.7864525177898,-122.44602070386999,Myoporum,Sidewalk
1017,9631,Ficus retusa nitida :: Banyan Fig,1439 Golden Gate Ave,Sidewalk: Curb side : Cutout,12.0,3X3,37.7791963723972,-122.434210861246,Ficus,Sidewalk
1018,23473,Lophostemon confertus :: Brisbane Box,2363 Van Ness Ave,Sidewalk: Curb side : Cutout,4.0,3x3,37.797472850054895,-122.423943624709,Lophostemon,Sidewalk
1019,3078,Platanus x hispanica :: Sycamore: London Plane,2904 California St,Sidewalk: Curb side : Cutout,24.0,3X3,37.7879194607697,-122.442395120347,Platanus,Sidewalk
1020,18080,Acacia melanoxylon :: Blackwood Acacia,2964 Pine St,Sidewalk: Curb side : Cutout,18.0,3X3,37.7866333742754,-122.444638424012,Acacia,Sidewalk
1021,11018,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',1400 Hyde St,Sidewalk: Curb side : Cutout,20.0,3X3,37.793810319634396,-122.417876641695,Ficus,Sidewalk
1022,4666,Liquidambar styraciflua :: American Sweet Gum,600X Columbus Ave,Median : Cutout,60.0,3,37.8004726529456,-122.41043256902,Liquidambar,Median 
1023,4730,Liquidambar styraciflua :: American Sweet Gum,1175X Columbus Ave,Median : Cutout,100.0,3x3,37.8049269905411,-122.41687182377,Liquidambar,Median 
1024,7078,Pittosporum undulatum :: Victorian Box,1738 Fell St,Sidewalk: Curb side : Cutout,3.0,3X3,37.7729713838489,-122.446660124374,Pittosporum,Sidewalk
1025,88451,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,3200X Van Ness Ave,Median : Cutout,3.0,5x12,37.805209901088396,-122.425294529632,Prunus,Median 
1026,7966,Ligustrum lucidum :: Glossy Privet,1901 Franklin St,Sidewalk: Curb side : Cutout,12.0,3X3,37.7922813615542,-122.424496592638,Ligustrum,Sidewalk
1027,25718,Platanus x hispanica :: Sycamore: London Plane,771 Grove St,Sidewalk: Curb side : Cutout,3.0,3X3,37.7769697718758,-122.42927697576,Platanus,Sidewalk
1028,2728,Ficus retusa nitida :: Banyan Fig,2250 Bush St,Sidewalk: Curb side : Cutout,18.0,3X3,37.7870061862481,-122.43423321856899,Ficus,Sidewalk
1029,19576,Prunus amygdalus :: Almond,100 STAIRWAY3,Sidewalk: Curb side : Cutout,12.0,15ST,,,Prunus,Sidewalk
1030,6863,Metrosideros excelsa :: New Zealand Xmas Tree,10X Fell St,Sidewalk: Curb side : Cutout,18.0,3X3,37.7766317999636,-122.418002262612,Metrosideros,Sidewalk
1031,23718,Fraxinus uhdei :: Shamel Ash: Evergreen Ash,760 Webster St,Sidewalk: Curb side : Cutout,12.0,4X4,37.7774135565599,-122.429589885322,Fraxinus,Sidewalk
1032,5278,Maytenus boaria :: Mayten,1350 Divisadero St,Sidewalk: Curb side : Cutout,12.0,4X4,37.781989495746394,-122.439086749209,Maytenus,Sidewalk
1033,3044,Platanus x hispanica :: Sycamore: London Plane,2678 California St,Sidewalk: Curb side : Cutout,18.0,4X4,37.78842605606479,-122.438381601637,Platanus,Sidewalk
1034,20299,Lithocarpus densiflorus :: Tan Oak,50X Sunset Blvd,Sidewalk: Curb side : Cutout,12.0,60,,,Lithocarpus,Sidewalk
1035,18936,Quercus agrifolia :: Coast Live Oak,2721 Sacramento St,Sidewalk: Curb side : Cutout,18.0,3X3,37.7892237457171,-122.43834716658199,Quercus,Sidewalk
1036,2947,Platanus x hispanica :: Sycamore: London Plane,1990 California St,Sidewalk: Curb side : Cutout,45.0,4X4,37.789866494780604,-122.42701984480101,Platanus,Sidewalk
1037,23562,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',2935 Van Ness Ave,Sidewalk: Curb side : Cutout,12.0,3x3,37.8026603041809,-122.42496659992202,Ficus,Sidewalk
1038,8064,Pittosporum undulatum :: Victorian Box,624 Fulton St,Sidewalk: Curb side : Cutout,60.0,3X3,37.7783091393379,-122.42739849091002,Pittosporum,Sidewalk
1039,22739,Pittosporum undulatum :: Victorian Box,1575 Turk St,Sidewalk: Curb side : Cutout,3.0,3x3,37.7800847023278,-122.434800883535,Pittosporum,Sidewalk
1040,5905,Acacia melanoxylon :: Blackwood Acacia,1276 Eddy St,Sidewalk: Curb side : Cutout,24.0,6x6,37.7819956014908,-122.42839389105801,Acacia,Sidewalk
1041,20147,Ficus retusa nitida :: Banyan Fig,1025 Steiner St,Sidewalk: Curb side : Cutout,12.0,3x3,37.778827735903604,-122.433564367127,Ficus,Sidewalk
1042,2435,Platanus x hispanica :: Sycamore: London Plane,740 Buchanan St,Sidewalk: Curb side : Cutout,3.0,3X3,37.7768072936677,-122.427945462116,Platanus,Sidewalk
1043,17849,Magnolia grandiflora :: Southern Magnolia,2098 Pine St,Sidewalk: Curb side : Cutout,12.0,3X3,37.7884582356735,-122.43020341123001,Magnolia,Sidewalk
1044,7300,Pyrus kawakamii :: Evergreen Pear,1900 Fillmore St,Sidewalk: Curb side : Cutout,7.0,3X3,37.7871728047294,-122.433416186864,Pyrus,Sidewalk
1045,8151,Metrosideros excelsa :: New Zealand Xmas Tree,1040 Fulton St,Sidewalk: Curb side : Cutout,35.0,3X3,37.777478924912295,-122.43390644299,Metrosideros,Sidewalk
1046,6030,Pittosporum undulatum :: Victorian Box,1802 Eddy St,Sidewalk: Curb side : Cutout,12.0,3x3,37.780837311887495,-122.437458065414,Pittosporum,Sidewalk
1047,9901,Pittosporum crassifolium :: Karo Tree,1800 Gough St,Sidewalk: Curb side : Cutout,9.0,3X3,37.790105154185795,-122.42556093401001,Pittosporum,Sidewalk
1048,14671,Maytenus boaria :: Mayten,735 McAllister St,Sidewalk: Curb side : Cutout,16.0,4x4,37.779534024179995,-122.42400949606301,Maytenus,Sidewalk
1049,18061,Olea europaea :: Olive Tree,2892 Pine St,Sidewalk: Curb side : Cutout,12.0,3X3,37.786798857700795,-122.443307046821,Olea,Sidewalk
1050,22759,Acacia melanoxylon :: Blackwood Acacia,1620 Turk St,Sidewalk: Curb side : Cutout,18.0,4x4,37.7801144169363,-122.435595767889,Acacia,Sidewalk
1051,10661,Eucalyptus sideroxylon :: Red Ironbark,958 Hayes St,Sidewalk: Curb side : Cutout,24.0,3x3,37.7757621301077,-122.432223968227,Eucalyptus,Sidewalk
1052,18269,Acacia melanoxylon :: Blackwood Acacia,1933 Post St,Sidewalk: Curb side : Cutout,12.0,3X3,37.7850072757126,-122.433649427379,Acacia,Sidewalk
1053,97581,Pyrus calleryana :: Ornamental Pear,736 Divisadero St,Sidewalk: Curb side : Cutout,3.0,3x3,37.776461810461704,-122.43798909643101,Pyrus,Sidewalk
1054,19003,Pittosporum undulatum :: Victorian Box,3064 Sacramento St,Sidewalk: Curb side : Cutout,12.0,3X3,37.7886967816762,-122.443429213889,Pittosporum,Sidewalk
1055,6925,Laurus nobilis :: Sweet Bay: Grecian Laurel,460 Fell St,Sidewalk: Curb side : Cutout,6.0,3X3,37.7756799587692,-122.42549938705099,Laurus,Sidewalk
1056,3032,Platanus x hispanica :: Sycamore: London Plane,2568 California St,Sidewalk: Curb side : Cutout,12.0,3X3,37.7886542311645,-122.43657331051,Platanus,Sidewalk
1057,18270,Metrosideros excelsa :: New Zealand Xmas Tree,1949 Post St,Sidewalk: Curb side : Cutout,12.0,3X3,37.7849987304434,-122.433800556721,Metrosideros,Sidewalk
1058,14470,Tristania conferta ::,223 Masonic Ave,Sidewalk: Curb side : Cutout,70.0,3X3,37.77970985099329,-122.447362427254,Tristania,Sidewalk
1059,7341,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',2133 Fillmore St,Sidewalk: Curb side : Cutout,18.0,3X3,37.7894801640146,-122.434041420394,Ficus,Sidewalk
1060,13005,Ficus nitida :: Laurel Fig,383 Lombard St,Sidewalk: Curb side : Cutout,3.0,3X3,37.8033856231837,-122.407993219356,Ficus,Sidewalk
1061,17887,Olea europaea :: Olive Tree,2225 Pine St,Sidewalk: Curb side : Cutout,8.0,3x3,37.7880136640849,-122.432543195006,Olea,Sidewalk
1062,23431,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',1946 Van Ness Ave,Sidewalk: Curb side : Cutout,18.0,3X3,37.7937402408798,-122.42283704849301,Ficus,Sidewalk
1063,6142,Platanus x hispanica :: Sycamore: London Plane,979X Ellis St,Sidewalk: Curb side : Cutout,12.0,4x4,37.783597071679104,-122.422260163095,Platanus,Sidewalk
1064,14863,Ficus retusa nitida :: Banyan Fig,1398 McAllister St,Sidewalk: Curb side : Cutout,24.0,3x3,37.77829742557871,-122.434876152922,Ficus,Sidewalk
1065,13019,Olea europaea :: Olive Tree,426 Lombard St,Sidewalk: Curb side : Cutout,3.0,4X4,37.803433603680396,-122.408624001449,Olea,Sidewalk
1066,3047,Platanus x hispanica :: Sycamore: London Plane,2698 California St,Sidewalk: Curb side : Cutout,12.0,3X3,37.7884096146592,-122.43851001581999,Platanus,Sidewalk
1067,8161,Tristaniopsis laurina :: Swamp Myrtle,1102 Fulton St,Sidewalk: Curb side : Cutout,30.0,3X3,37.7773063874437,-122.43520419289699,Tristaniopsis,Sidewalk
1068,19013,Olea europaea :: Olive Tree,3109 Sacramento St,Sidewalk: Curb side : Cutout,18.0,3X3,37.78844464145371,-122.44444047095502,Olea,Sidewalk
1069,97569,Pyrus calleryana :: Ornamental Pear,542 Divisadero St,Sidewalk: Curb side : Cutout,3.0,,37.7746639704386,-122.437619843013,Pyrus,Sidewalk
1070,26540,Tristania conferta ::,530 Francisco St,Sidewalk: Curb side : Cutout,12.0,4X4,37.8046969326474,-122.413866861434,Tristania,Sidewalk
1071,22767,Tristaniopsis laurina :: Swamp Myrtle,1686 Turk St,Sidewalk: Curb side : Cutout,3.0,4X4,37.779975877853296,-122.43672944267401,Tristaniopsis,Sidewalk
1072,29097,Lophostemon confertus :: Brisbane Box,730 Ellis St,Sidewalk: Curb side : Cutout,3.0,3x3,37.7842392191019,-122.418294913682,Lophostemon,Sidewalk
1073,13758,Platanus x hispanica :: Sycamore: London Plane,844X Market St,Sidewalk: Curb side : Cutout,35.0,4x4,37.7850977469945,-122.40684768708701,Platanus,Sidewalk
1074,17843,Acacia melanoxylon :: Blackwood Acacia,2043 Pine St,Sidewalk: Curb side : Cutout,12.0,3X3,37.7883439798751,-122.42985283841999,Acacia,Sidewalk
1075,6910,Tristaniopsis laurina :: Swamp Myrtle,368 Fell St,Sidewalk: Curb side : Cutout,6.0,3X3,37.7758937479577,-122.423875883731,Tristaniopsis,Sidewalk
1076,29148,Lophostemon confertus :: Brisbane Box,335 Jones St,Sidewalk: Curb side : Cutout,3.0,3x3,37.7844232293886,-122.412774651024,Lophostemon,Sidewalk
1077,23169,Corymbia ficifolia :: Red Flowering Gum,202X Van Ness Ave,Median : Cutout,30.0,9,37.777486833097896,-122.419726396954,Corymbia,Median 
1078,6145,Platanus x hispanica :: Sycamore: London Plane,939 Ellis St,Sidewalk: Curb side : Cutout,6.0,4x4,37.7836182399257,-122.42201314988199,Platanus,Sidewalk
1079,11104,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',2000 Hyde St,Sidewalk: Curb side : Cutout,70.0,3X3,37.7993145653706,-122.41899166703699,Ficus,Sidewalk
1080,3089,Platanus x hispanica :: Sycamore: London Plane,2960 California St,Sidewalk: Curb side : Cutout,12.0,3X3,37.7878169704322,-122.44316562349701,Platanus,Sidewalk
1081,12350,Tristania conferta ::,1280 Laguna St,Sidewalk: Curb side : Cutout,3.0,4x4,37.782649030091704,-122.42742069293699,Tristania,Sidewalk
1082,2706,Platanus x hispanica :: Sycamore: London Plane,2140 Bush St,Sidewalk: Curb side : Cutout,12.0,3x3,37.7872353755439,-122.432346048046,Platanus,Sidewalk
1083,2984,Platanus x hispanica :: Sycamore: London Plane,2230 California St,Sidewalk: Curb side : Cutout,35.0,3X3,37.7893420803323,-122.43122196213801,Platanus,Sidewalk
1084,29678,Lophostemon confertus :: Brisbane Box,1900X Van Ness Ave,Median : Cutout,3.0,,37.793312949587396,-122.42290791419599,Lophostemon,Median 
1085,17354,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,2200 Franklin St,Sidewalk: Curb side : Cutout,3.0,3X3,37.7947486417029,-122.424808539584,Prunus,Sidewalk
1086,2559,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',626X Powell St,Sidewalk: Curb side : Cutout,12.0,4X4,37.790545917314795,-122.40878758770201,Ficus,Sidewalk
1087,14833,Syagrus romanzoffianum :: Queen Palm,1288 McAllister St,Sidewalk: Curb side : Cutout,12.0,3X3,37.7785184228745,-122.43312118705799,Syagrus,Sidewalk
1088,28067,Ficus retusa nitida :: Banyan Fig,3445 Geary Blvd,Sidewalk: Curb side : Cutout,3.0,3X3,37.7812512181791,-122.456007038851,Ficus,Sidewalk
1089,6347,Metrosideros excelsa :: New Zealand Xmas Tree,1940 Ellis St,Sidewalk: Curb side : Cutout,6.0,3X3,37.781704931936105,-122.43813175391001,Metrosideros,Sidewalk
1090,14466,Ginkgo biloba :: Maidenhair Tree,201 Masonic Ave,Sidewalk: Curb side : Cutout,60.0,2X3,37.7799748148245,-122.44741739632799,Ginkgo,Sidewalk
1091,19970,Pinus Spp :: Pine Spp,100 STAIRWAY44,Sidewalk: Curb side : Cutout,12.0,15,,,Pinus,Sidewalk
1092,11096,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',1930 Hyde St,Sidewalk: Curb side : Cutout,70.0,3X3,37.798783778305996,-122.41889004634899,Ficus,Sidewalk
1093,7086,Acacia melanoxylon :: Blackwood Acacia,1842 Fell St,Sidewalk: Curb side : Cutout,30.0,3X3,37.7727723426265,-122.448238667085,Acacia,Sidewalk
1094,12247,Ficus retusa nitida :: Banyan Fig,503 Laguna St,Sidewalk: Curb side : Cutout,12.0,3X3,37.7757881731565,-122.42622454699699,Ficus,Sidewalk
1095,9691,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',330 Gough St,Sidewalk: Curb side : Cutout,24.0,3x3,37.776519554674294,-122.422816374886,Ficus,Sidewalk
1096,18824,Olea europaea :: Olive Tree,1871 Sacramento St,Sidewalk: Curb side : Cutout,14.0,3X3,37.7910893956089,-122.423733599744,Olea,Sidewalk
1097,93398,Tristaniopsis laurina :: Swamp Myrtle,2299 Turk Blvd,Sidewalk: Curb side : Cutout,3.0,3x3,37.778547412076605,-122.446810456436,Tristaniopsis,Sidewalk
1098,9728,Olea europaea :: Olive Tree,629 Gough St,Sidewalk: Curb side : Cutout,12.0,4x4,37.779302101626705,-122.423553936469,Olea,Sidewalk
1099,18023,Ficus retusa nitida :: Banyan Fig,2729 Pine St,Sidewalk: Curb side : Cutout,12.0,3X3,37.786915956134294,-122.44121477806101,Ficus,Sidewalk
1100,17992,Ulmus parvifolia :: Chinese Elm,2619 Pine St,Sidewalk: Curb side : Cutout,3.0,3X3,37.787153557687795,-122.439313827621,Ulmus,Sidewalk
1101,23424,Platanus x hispanica :: Sycamore: London Plane,1999 Van Ness Ave,Sidewalk: Curb side : Cutout,10.0,3X3,37.793618380047,-122.423156895077,Platanus,Sidewalk
1102,3067,Platanus x hispanica :: Sycamore: London Plane,2847 California St,Sidewalk: Curb side : Cutout,3.0,3X3,37.7878430139588,-122.44145909412201,Platanus,Sidewalk
1103,23281,Fraxinus spp :: Ash Spp,843X Van Ness Ave,Median : Cutout,25.0,3X3,37.7836273122865,-122.42100634895901,Fraxinus,Median 
1104,29714,Lophostemon confertus :: Brisbane Box,300X Gough St,Sidewalk: Curb side : Cutout,3.0,3x3,37.7760994363793,-122.422727111784,Lophostemon,Sidewalk
1105,14425,Acacia melanoxylon :: Blackwood Acacia,90X Masonic Ave,Median : Cutout,40.0,12,37.781725454134396,-122.447548220181,Acacia,Median 
1106,13044,Olea europaea :: Olive Tree,532 Lombard St,Sidewalk: Curb side : Cutout,3.0,3X3,37.803223100103295,-122.41033216474399,Olea,Sidewalk
1107,6320,Tristania conferta ::,1862 Ellis St,Sidewalk: Curb side : Cutout,6.0,4X4,37.78186481295621,-122.436859814321,Tristania,Sidewalk
1108,23548,Acacia melanoxylon :: Blackwood Acacia,2822 Van Ness Ave,Sidewalk: Curb side : Cutout,35.0,4X4,37.8017511939304,-122.42445205462201,Acacia,Sidewalk
1109,3025,Platanus x hispanica :: Sycamore: London Plane,2530 California St,Sidewalk: Curb side : Cutout,12.0,3X3,37.788714101724,-122.436095514214,Platanus,Sidewalk
1110,21657,Ficus retusa nitida :: Banyan Fig,1725 Sutter St,Sidewalk: Curb side : Cutout,12.0,4x4,37.7865767294467,-122.428835987308,Ficus,Sidewalk
1111,17868,Maytenus boaria :: Mayten,2127 Pine St,Sidewalk: Curb side : Cutout,12.0,3X3,37.7881470684138,-122.431459068113,Maytenus,Sidewalk
1112,7308,Pyrus kawakamii :: Evergreen Pear,1919 Fillmore St,Sidewalk: Curb side : Cutout,3.0,3x3,37.787625737445204,-122.433691029207,Pyrus,Sidewalk
1113,5202,Pyrus calleryana :: Ornamental Pear,740 Divisadero St,Sidewalk: Curb side : Cutout,3.0,3X4,37.7765136281427,-122.437997722367,Pyrus,Sidewalk
1114,8144,Pittosporum undulatum :: Victorian Box,990 Fulton St,Sidewalk: Curb side : Cutout,40.0,3X3,37.7775960000162,-122.43290743350501,Pittosporum,Sidewalk
1115,14763,Pyrus kawakamii :: Evergreen Pear,983 McAllister St,Sidewalk: Curb side : Cutout,18.0,4X4,37.7790190047533,-122.42810802032601,Pyrus,Sidewalk
1116,14039,Platanus x hispanica :: Sycamore: London Plane,1272 Market St,Sidewalk: Curb side : Cutout,6.0,4x4,37.7780182330105,-122.41582097946699,Platanus,Sidewalk
1117,8028,Pittosporum undulatum :: Victorian Box,495 Fulton St,Sidewalk: Curb side : Cutout,12.0,3X3,37.7784836013591,-122.42486166494699,Pittosporum,Sidewalk
1118,6041,Acacia melanoxylon :: Blackwood Acacia,1830 Eddy St,Sidewalk: Curb side : Cutout,3.0,3X3,37.78070911887679,-122.438478710972,Acacia,Sidewalk
1119,9530,Pittosporum undulatum :: Victorian Box,1080 Golden Gate Ave,Sidewalk: Curb side : Cutout,6.0,3x3,37.780109044905295,-122.428266056455,Pittosporum,Sidewalk
1120,18842,Olea europaea :: Olive Tree,2101 Sacramento St,Sidewalk: Curb side : Cutout,10.0,3x3,37.790566447935795,-122.427684606568,Olea,Sidewalk
1121,11118,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',2100 Hyde St,Sidewalk: Curb side : Cutout,22.0,7x12,37.8002392501056,-122.41916624254601,Ficus,Sidewalk
1122,14541,Platanus x hispanica :: Sycamore: London Plane,720 Masonic Ave,Sidewalk: Curb side : Cutout,60.0,3X3,37.7745418878929,-122.44609227847299,Platanus,Sidewalk
1123,6090,Metrosideros excelsa :: New Zealand Xmas Tree,2004 Eddy St,Sidewalk: Curb side : Cutout,12.0,3x3,37.7804110490892,-122.44083522187799,Metrosideros,Sidewalk
1124,23875,Acacia melanoxylon :: Blackwood Acacia,1499X Webster St,Sidewalk: Curb side : Cutout,24.0,3x3,37.7843111243358,-122.43130572288901,Acacia,Sidewalk
1125,2477,Leptospermum laevigatum :: Australian Tea Tree,2307X Sacramento St,Sidewalk: Curb side : Cutout,12.0,3x4,37.790123955413705,-122.43124522668998,Leptospermum,Sidewalk
1126,26934,Tristaniopsis laurina :: Swamp Myrtle,1590 Golden Gate Ave,Sidewalk: Curb side : Cutout,3.0,3X3,37.7790414215793,-122.436627772948,Tristaniopsis,Sidewalk
1127,14638,Cupaniopsis anacardioides :: Carrotwood,600X McAllister St,Sidewalk: Curb side : Cutout,10.0,4x4,37.7799382114304,-122.42208648601601,Cupaniopsis,Sidewalk
1128,2965,Platanus x hispanica :: Sycamore: London Plane,2110 California St,Sidewalk: Curb side : Cutout,18.0,3X3,37.789594207049106,-122.42922011353599,Platanus,Sidewalk
1129,29108,Lophostemon confertus :: Brisbane Box,765 Ellis St,Sidewalk: Curb side : Cutout,3.0,3x3,37.7840345567841,-122.418813878265,Lophostemon,Sidewalk
1130,23472,Platanus x hispanica :: Sycamore: London Plane,2356 Van Ness Ave,Sidewalk: Curb side : Cutout,12.0,3x3,37.7974476069742,-122.423574537547,Platanus,Sidewalk
1131,18907,Olea europaea :: Olive Tree,2603 Sacramento St,Sidewalk: Curb side : Cutout,3.0,1x1,37.7895237056151,-122.435867376882,Olea,Sidewalk
1132,25716,Platanus x hispanica :: Sycamore: London Plane,777 Grove St,Sidewalk: Curb side : Cutout,24.0,3X3,37.7769654855556,-122.429370568792,Platanus,Sidewalk
1133,27267,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',2080 Van Ness Ave,Sidewalk: Curb side : Cutout,24.0,3X3,37.7945318933823,-122.42299436150299,Ficus,Sidewalk
1134,9928,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',2209 Gough St,Sidewalk: Curb side : Cutout,30.0,3x3,37.7938657556467,-122.426492827679,Ficus,Sidewalk
1135,13291,Ficus retusa nitida :: Banyan Fig,2671 Lombard St,Sidewalk: Curb side : Cutout,12.0,1X1,37.7986276847794,-122.44546723704599,Ficus,Sidewalk
1136,7101,Tristania conferta ::,2070 Fell St,Sidewalk: Curb side : Cutout,6.0,4X4,37.7723049499053,-122.451915402773,Tristania,Sidewalk
1137,13624,Platanus x hispanica :: Sycamore: London Plane,570 Market St,Sidewalk: Curb side : Cutout,18.0,4x4,37.7895393654853,-122.401223094073,Platanus,Sidewalk
1138,11069,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',1749 Hyde St,Sidewalk: Curb side : Cutout,70.0,3x3,37.797001388548296,-122.41867488715499,Ficus,Sidewalk
1139,23518,Acacia melanoxylon :: Blackwood Acacia,2701 Van Ness Ave,Sidewalk: Curb side : Cutout,20.0,3X3,37.800586245414294,-122.424557378741,Acacia,Sidewalk
1140,5902,Pyrus kawakamii :: Evergreen Pear,1230 Eddy St,Sidewalk: Curb side : Cutout,6.0,3X3,37.7820414601118,-122.428022411289,Pyrus,Sidewalk
1141,18032,Ulmus parvifolia :: Chinese Elm,2801 Pine St,Sidewalk: Curb side : Cutout,12.0,3X3,37.7868012889701,-122.44215991241501,Ulmus,Sidewalk
1142,2181,Pittosporum crassifolium :: Karo Tree,1006 Broderick St,Sidewalk: Curb side : Cutout,8.0,4X4,37.7798129141573,-122.44039296260401,Pittosporum,Sidewalk
1143,18921,Pyrus calleryana :: Ornamental Pear,2657 Sacramento St,Sidewalk: Curb side : Cutout,3.0,3X3,37.789429139198,-122.43664820785101,Pyrus,Sidewalk
1144,2978,Platanus x hispanica :: Sycamore: London Plane,2201 California St,Sidewalk: Curb side : Cutout,30.0,3X2,37.789189120581206,-122.430891333862,Platanus,Sidewalk
1145,23442,Eucalyptus polyanthemos :: Silver Dollar Eucalyptus,2100X Van Ness Ave,Median : Cutout,24.0,9,37.795005114851,-122.42326567258301,Eucalyptus,Median 
